MedCodeId,OriginalReadCode,CleansedReadCode,Term,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId
460527018,ZV26z,ZV26z00,[V]Unspecified infertility management,427641000000106,1011391000000119,32
12459471000006116,^ESCT1245947,,[V]Other specified infertility management,399071000000103,951171000000118,32
4544251000006110,^ESCTHI454425,,History of female infertility,161798008,2986944010,27
981491000006110,EMISCIN55,,Infertility,981491000006106,981491000006110,27
305102011,K5B00,K5B0000,Primary anovulatory infertility,198445009,305102011,32
305113014,K5B30,K5B3000,Primary uterine infertility,198456009,305113014,32
305117010,K5B41,K5B4100,Secondary cervical infertility,198460007,305117010,32
45005010,K5B3,K5B3.00,Female infertility of uterine origin,26899006,45005010,32
139715017,K26y,K26y.00,Infertility due to extratesticular cause,84245004,139715017,32
7692671000006117,^ESCTFE769267,,Female infertility due to pelvic peritoneal adhesion,712585005,3083134013,31
779201000006117,K26y4,K26y400,Secondary infertility,297121000,437580013,32
7620151000006114,^ESCTFE762015,,Female infertility due to cystic fibrosis,707577004,3030631016,31
8016331000006111,^ESCTFE801633,,Female infertility of pituitary origin,39591000119109,3004492011,31
6770331000006111,^ESCTIN677033,,Infertility care management,408966007,6770331000006111,32
6770341000006118,^ESCTMA677034,,Manage infertility care,408966007,2477295010,32
305103018,K5B01,K5B0100,Secondary anovulatory infertility,198446005,305103018,32
305107017,K5B11,K5B1100,Secondary pituitary - hypothalamic infertility,198450003,305107017,32
133297015,K26y0,K26y000,Infertility due to drug therapy,80330000,133297015,5
6854661000006117,^ESCTFE685466,,Female infertility due to cervical mucus dysfunction,414239004,2532881012,31
8016321000006113,^ESCTFE801632,,Female infertility due to disorder of pituitary gland,39591000119109,3004520012,31
3069001000006112,^ESCTFE306900,,Female infertility due to nonimplantation,35308000,58918011,31
3883831000006114,^ESCTFE388383,,Female infertility due to block of fallopian tube,85078005,141048014,31
2573401000006119,^ESCTFE257340,,Female infertility due to structural congenital anomaly of vagina,4667004,8800010,31
5103881000006113,^ESCTUN510388,,Unexplained infertility,237145004,355465011,31
779181000006118,K26y1,K26y100,Infertility due to infective cause,198013006,304458015,32
460526010,ZV26y,ZV26y00,[V]Other specified infertility management,399071000000103,1011381000000116,32
2930781000006116,^ESCTIN293078,,Infertility of uterine origin,26899006,3012671013,32
397174013,8C8Z,8C8Z.00,Treatment for infertility NOS,65046005,108109017,32
305108010,K5B1z,K5B1z00,Female infertility of pituitary - hypothalamic cause NOS,198448006,305105013,32
305118017,K5B4z,K5B4z00,Female infertility of cervical origin NOS,3160009,6341018,32
305124011,K5B5z,K5B5z00,Female infertility of vaginal origin NOS,30826006,51600018,32
305105013,K5B1,K5B1.00,Female infertility of pituitary - hypothalamic origin,198448006,305105013,32
305122010,K5B50,K5B5000,Primary vaginal infertility,198464003,305122010,32
779241000006115,1AZ2-1,1AZ2.11,Infertility,8619003,15222012,27
